property;value
shoulder;0.25439
upperBody;0.260003
hip;0.114427
lowerBody;0.361848
body;0.621808
lowerLegLeft;0.344445
upperLegLeft;0.500451
upperLegRight;0.483433
lowerLegRight;0.470295
forearmLeft;0.284269
upperarmLeft;0.319055
shoulderHalfLeft;0.136723
neck;0.0834082
shoulderHalfRight;0.187932
upperarmRight;0.266241
forearmRight;0.310906
shoulder;0.254295
upperBody;0.260035
hip;0.11442
lowerBody;0.361893
body;0.621883
lowerLegLeft;0.343658
upperLegLeft;0.500669
upperLegRight;0.48333
lowerLegRight;0.469867
forearmLeft;0.284972
upperarmLeft;0.321842
shoulderHalfLeft;0.136509
neck;0.0834051
shoulderHalfRight;0.187982
upperarmRight;0.266304
forearmRight;0.310922
shoulder;0.25183
upperBody;0.260032
hip;0.114389
lowerBody;0.361912
body;0.6219
lowerLegLeft;0.343271
upperLegLeft;0.501093
upperLegRight;0.483271
lowerLegRight;0.469838
forearmLeft;0.28576
upperarmLeft;0.321147
shoulderHalfLeft;0.136301
neck;0.0834116
shoulderHalfRight;0.18791
upperarmRight;0.266363
forearmRight;0.311259
shoulder;0.252074
upperBody;0.260053
hip;0.114393
lowerBody;0.361943
body;0.621952
lowerLegLeft;0.343327
upperLegLeft;0.500917
upperLegRight;0.48324
lowerLegRight;0.469761
forearmLeft;0.285898
upperarmLeft;0.320265
shoulderHalfLeft;0.136064
neck;0.0834128
shoulderHalfRight;0.187951
upperarmRight;0.266347
forearmRight;0.311384
shoulder;0.25247
upperBody;0.260062
hip;0.114386
lowerBody;0.361963
body;0.621981
lowerLegLeft;0.342858
upperLegLeft;0.501269
upperLegRight;0.483299
lowerLegRight;0.469885
forearmLeft;0.286471
upperarmLeft;0.320244
shoulderHalfLeft;0.136307
neck;0.0834181
shoulderHalfRight;0.187987
upperarmRight;0.266297
forearmRight;0.311157
shoulder;0.252614
upperBody;0.26008
hip;0.114404
lowerBody;0.362006
body;0.622042
lowerLegLeft;0.349013
upperLegLeft;0.499529
upperLegRight;0.483265
lowerLegRight;0.473882
forearmLeft;0.287326
upperarmLeft;0.319352
shoulderHalfLeft;0.136269
neck;0.0834205
shoulderHalfRight;0.188027
upperarmRight;0.266437
forearmRight;0.311074
shoulder;0.252901
upperBody;0.26009
hip;0.114387
lowerBody;0.362032
body;0.622079
lowerLegLeft;0.343202
upperLegLeft;0.498895
upperLegRight;0.483229
lowerLegRight;0.467984
forearmLeft;0.28514
upperarmLeft;0.319347
shoulderHalfLeft;0.136399
neck;0.0834173
shoulderHalfRight;0.188104
upperarmRight;0.266439
forearmRight;0.311404
shoulder;0.253055
upperBody;0.260084
hip;0.114398
lowerBody;0.362034
body;0.622074
lowerLegLeft;0.34316
upperLegLeft;0.498903
upperLegRight;0.483584
lowerLegRight;0.467694
forearmLeft;0.285778
upperarmLeft;0.319435
shoulderHalfLeft;0.13644
neck;0.0834341
shoulderHalfRight;0.188256
upperarmRight;0.266389
forearmRight;0.311333
shoulder;0.253191
upperBody;0.260124
hip;0.114409
lowerBody;0.362056
body;0.622136
lowerLegLeft;0.343093
upperLegLeft;0.49882
upperLegRight;0.483645
lowerLegRight;0.467531
forearmLeft;0.283517
upperarmLeft;0.319534
shoulderHalfLeft;0.136477
neck;0.0834406
shoulderHalfRight;0.188686
upperarmRight;0.265953
forearmRight;0.311739
shoulder;0.253541
upperBody;0.260133
hip;0.114405
lowerBody;0.362099
body;0.622188
lowerLegLeft;0.343029
upperLegLeft;0.498808
upperLegRight;0.482857
lowerLegRight;0.468041
forearmLeft;0.282477
upperarmLeft;0.319567
shoulderHalfLeft;0.13652
neck;0.0834337
shoulderHalfRight;0.18866
upperarmRight;0.265963
forearmRight;0.311741
shoulder;0.253519
upperBody;0.260124
hip;0.114398
lowerBody;0.3621
body;0.62218
lowerLegLeft;0.343122
upperLegLeft;0.498418
upperLegRight;0.482731
lowerLegRight;0.467831
forearmLeft;0.27969
upperarmLeft;0.319514
shoulderHalfLeft;0.136679
neck;0.0834507
shoulderHalfRight;0.188689
upperarmRight;0.265872
forearmRight;0.311795
shoulder;0.253529
upperBody;0.260172
hip;0.114393
lowerBody;0.362142
body;0.622271
lowerLegLeft;0.342984
upperLegLeft;0.498565
upperLegRight;0.48271
lowerLegRight;0.467823
forearmLeft;0.279357
upperarmLeft;0.31912
shoulderHalfLeft;0.136713
neck;0.083465
shoulderHalfRight;0.188642
upperarmRight;0.265855
forearmRight;0.311814
shoulder;0.253604
upperBody;0.260206
hip;0.114377
lowerBody;0.362176
body;0.62234
lowerLegLeft;0.342886
upperLegLeft;0.498716
upperLegRight;0.483226
lowerLegRight;0.467488
forearmLeft;0.282833
upperarmLeft;0.319168
shoulderHalfLeft;0.136803
neck;0.083463
shoulderHalfRight;0.188684
upperarmRight;0.265941
forearmRight;0.311697
shoulder;0.253666
upperBody;0.260203
hip;0.114383
lowerBody;0.362179
body;0.62234
lowerLegLeft;0.341414
upperLegLeft;0.499966
upperLegRight;0.483254
lowerLegRight;0.467516
forearmLeft;0.283785
upperarmLeft;0.318825
shoulderHalfLeft;0.136802
neck;0.0834175
shoulderHalfRight;0.188304
upperarmRight;0.265924
forearmRight;0.311691
shoulder;0.253767
upperBody;0.260103
hip;0.114278
lowerBody;0.36212
body;0.622181
lowerLegLeft;0.342178
upperLegLeft;0.499126
upperLegRight;0.483047
lowerLegRight;0.467594
forearmLeft;0.284278
upperarmLeft;0.318578
shoulderHalfLeft;0.136695
neck;0.0834208
shoulderHalfRight;0.188283
upperarmRight;0.265856
forearmRight;0.311648
shoulder;0.253763
upperBody;0.260107
hip;0.114286
lowerBody;0.362136
body;0.622201
lowerLegLeft;0.340527
upperLegLeft;0.499353
upperLegRight;0.483048
lowerLegRight;0.466316
forearmLeft;0.284551
upperarmLeft;0.318668
shoulderHalfLeft;0.137127
neck;0.0832356
shoulderHalfRight;0.18539
upperarmRight;0.265981
forearmRight;0.31166
shoulder;0.253728
upperBody;0.259641
hip;0.114335
lowerBody;0.361815
body;0.621404
lowerLegLeft;0.340846
upperLegLeft;0.49931
upperLegRight;0.482992
lowerLegRight;0.466469
forearmLeft;0.284649
upperarmLeft;0.318872
shoulderHalfLeft;0.137109
neck;0.083248
shoulderHalfRight;0.185588
upperarmRight;0.265941
forearmRight;0.312083
shoulder;0.253727
upperBody;0.259662
hip;0.114343
lowerBody;0.361821
body;0.621431
lowerLegLeft;0.341446
upperLegLeft;0.498743
upperLegRight;0.483129
lowerLegRight;0.466341
forearmLeft;0.285298
upperarmLeft;0.318744
shoulderHalfLeft;0.137091
neck;0.0832261
shoulderHalfRight;0.185706
upperarmRight;0.265976
forearmRight;0.312213
shoulder;0.253746
upperBody;0.259625
hip;0.114296
lowerBody;0.36181
body;0.621384
lowerLegLeft;0.339961
upperLegLeft;0.498211
upperLegRight;0.483009
lowerLegRight;0.464581
forearmLeft;0.285566
upperarmLeft;0.317863
shoulderHalfLeft;0.136709
neck;0.0832177
shoulderHalfRight;0.185798
upperarmRight;0.265941
forearmRight;0.312125
shoulder;0.253963
upperBody;0.259607
hip;0.114305
lowerBody;0.361809
body;0.621366
lowerLegLeft;0.341
upperLegLeft;0.498562
upperLegRight;0.482987
lowerLegRight;0.465859
forearmLeft;0.286419
upperarmLeft;0.318302
shoulderHalfLeft;0.136744
neck;0.0832504
shoulderHalfRight;0.186022
upperarmRight;0.265863
forearmRight;0.312272
shoulder;0.253859
upperBody;0.25967
hip;0.114307
lowerBody;0.361832
body;0.621454
lowerLegLeft;0.341028
upperLegLeft;0.49859
upperLegRight;0.483243
lowerLegRight;0.46568
forearmLeft;0.286492
upperarmLeft;0.318551
shoulderHalfLeft;0.136701
neck;0.0832405
shoulderHalfRight;0.186414
upperarmRight;0.26583
forearmRight;0.311879
shoulder;0.254042
upperBody;0.259652
hip;0.114293
lowerBody;0.361811
body;0.621416
lowerLegLeft;0.340781
upperLegLeft;0.498789
upperLegRight;0.483198
lowerLegRight;0.465678
forearmLeft;0.286667
upperarmLeft;0.318707
shoulderHalfLeft;0.136721
neck;0.0832497
shoulderHalfRight;0.186436
upperarmRight;0.266131
forearmRight;0.311737
shoulder;0.25402
upperBody;0.259664
hip;0.114287
lowerBody;0.361853
body;0.62147
lowerLegLeft;0.340604
upperLegLeft;0.498943
upperLegRight;0.483122
lowerLegRight;0.465745
forearmLeft;0.28674
upperarmLeft;0.318902
shoulderHalfLeft;0.136702
neck;0.083242
shoulderHalfRight;0.186491
upperarmRight;0.266226
forearmRight;0.311649
shoulder;0.254008
upperBody;0.259651
hip;0.114315
lowerBody;0.361831
body;0.621437
lowerLegLeft;0.34035
upperLegLeft;0.4991
upperLegRight;0.482974
lowerLegRight;0.465803
forearmLeft;0.287327
upperarmLeft;0.319007
shoulderHalfLeft;0.136559
neck;0.0831982
shoulderHalfRight;0.186571
upperarmRight;0.266204
forearmRight;0.311378
shoulder;0.254071
upperBody;0.259555
hip;0.114315
lowerBody;0.361795
body;0.621304
lowerLegLeft;0.34028
upperLegLeft;0.499127
upperLegRight;0.48294
lowerLegRight;0.465763
forearmLeft;0.287493
upperarmLeft;0.318557
shoulderHalfLeft;0.136485
neck;0.0832059
shoulderHalfRight;0.186689
upperarmRight;0.266172
forearmRight;0.311396
shoulder;0.254056
upperBody;0.259571
hip;0.114294
lowerBody;0.361802
body;0.621327
lowerLegLeft;0.340047
upperLegLeft;0.499305
upperLegRight;0.482959
lowerLegRight;0.465687
forearmLeft;0.287591
upperarmLeft;0.318706
shoulderHalfLeft;0.136372
neck;0.0831874
shoulderHalfRight;0.186858
upperarmRight;0.266106
forearmRight;0.311828
shoulder;0.254042
upperBody;0.25952
hip;0.114277
lowerBody;0.361782
body;0.621256
lowerLegLeft;0.340531
upperLegLeft;0.500323
upperLegRight;0.482719
lowerLegRight;0.46714
forearmLeft;0.287897
upperarmLeft;0.31817
shoulderHalfLeft;0.136191
neck;0.0832006
shoulderHalfRight;0.187006
upperarmRight;0.266238
forearmRight;0.311744
shoulder;0.254152
upperBody;0.259544
hip;0.114216
lowerBody;0.36179
body;0.621289
lowerLegLeft;0.340671
upperLegLeft;0.4999
upperLegRight;0.482763
lowerLegRight;0.466836
forearmLeft;0.284902
upperarmLeft;0.318261
shoulderHalfLeft;0.136217
neck;0.0831965
shoulderHalfRight;0.187064
upperarmRight;0.266352
forearmRight;0.311759
shoulder;0.254118
upperBody;0.259527
hip;0.114225
lowerBody;0.361781
body;0.621263
lowerLegLeft;0.340864
upperLegLeft;0.499878
upperLegRight;0.482873
lowerLegRight;0.466939
forearmLeft;0.285355
upperarmLeft;0.318454
shoulderHalfLeft;0.136199
neck;0.0831843
shoulderHalfRight;0.187065
upperarmRight;0.266288
forearmRight;0.311823
shoulder;0.254155
upperBody;0.259488
hip;0.11425
lowerBody;0.361749
body;0.621192
lowerLegLeft;0.34109
upperLegLeft;0.49953
upperLegRight;0.482864
lowerLegRight;0.466857
forearmLeft;0.286265
upperarmLeft;0.318557
shoulderHalfLeft;0.136198
neck;0.0831752
shoulderHalfRight;0.18707
upperarmRight;0.266198
forearmRight;0.311945
shoulder;0.254151
upperBody;0.259468
hip;0.114271
lowerBody;0.361725
body;0.621148
lowerLegLeft;0.340678
upperLegLeft;0.499606
upperLegRight;0.482782
lowerLegRight;0.466874
forearmLeft;0.286451
upperarmLeft;0.318655
shoulderHalfLeft;0.136166
neck;0.0831643
shoulderHalfRight;0.187088
upperarmRight;0.26618
forearmRight;0.312049
shoulder;0.254171
upperBody;0.259438
hip;0.114285
lowerBody;0.361706
body;0.621099
lowerLegLeft;0.342168
upperLegLeft;0.498121
upperLegRight;0.482804
lowerLegRight;0.466867
forearmLeft;0.284572
upperarmLeft;0.318774
shoulderHalfLeft;0.136196
neck;0.0831581
shoulderHalfRight;0.18679
upperarmRight;0.266375
forearmRight;0.312009
shoulder;0.253874
upperBody;0.259421
hip;0.114277
lowerBody;0.361685
body;0.621061
lowerLegLeft;0.342868
upperLegLeft;0.497153
upperLegRight;0.482731
lowerLegRight;0.466675
forearmLeft;0.284913
upperarmLeft;0.318826
shoulderHalfLeft;0.136179
neck;0.0831579
shoulderHalfRight;0.186769
upperarmRight;0.266376
forearmRight;0.312033
shoulder;0.253871
upperBody;0.259419
hip;0.114287
lowerBody;0.361666
body;0.62104
lowerLegLeft;0.34272
upperLegLeft;0.49782
upperLegRight;0.482601
lowerLegRight;0.467078
forearmLeft;0.285094
upperarmLeft;0.318913
shoulderHalfLeft;0.136067
neck;0.0831581
shoulderHalfRight;0.186827
upperarmRight;0.266283
forearmRight;0.312231
shoulder;0.253878
upperBody;0.259412
hip;0.1143
lowerBody;0.361659
body;0.621026
lowerLegLeft;0.341543
upperLegLeft;0.49764
upperLegRight;0.482604
lowerLegRight;0.465753
forearmLeft;0.28528
upperarmLeft;0.319021
shoulderHalfLeft;0.135976
neck;0.0831561
shoulderHalfRight;0.186928
upperarmRight;0.266268
forearmRight;0.312231
shoulder;0.253939
upperBody;0.259404
hip;0.114309
lowerBody;0.361654
body;0.621012
lowerLegLeft;0.34113
upperLegLeft;0.497676
upperLegRight;0.48259
lowerLegRight;0.46543
forearmLeft;0.285484
upperarmLeft;0.319068
shoulderHalfLeft;0.136007
neck;0.083161
shoulderHalfRight;0.186942
upperarmRight;0.266277
forearmRight;0.312527
shoulder;0.253949
upperBody;0.259411
hip;0.114289
lowerBody;0.361667
body;0.621032
lowerLegLeft;0.341263
upperLegLeft;0.497567
upperLegRight;0.482471
lowerLegRight;0.465536
forearmLeft;0.284727
upperarmLeft;0.319246
shoulderHalfLeft;0.135951
neck;0.0831571
shoulderHalfRight;0.186966
upperarmRight;0.266419
forearmRight;0.312709
shoulder;0.253914
upperBody;0.259396
hip;0.114309
lowerBody;0.361647
body;0.620998
lowerLegLeft;0.340432
upperLegLeft;0.498128
upperLegRight;0.482531
lowerLegRight;0.465239
forearmLeft;0.285561
upperarmLeft;0.319354
shoulderHalfLeft;0.135901
neck;0.0831346
shoulderHalfRight;0.187012
upperarmRight;0.266452
forearmRight;0.312887
shoulder;0.253868
upperBody;0.259347
hip;0.114343
lowerBody;0.361602
body;0.620904
lowerLegLeft;0.338835
upperLegLeft;0.499169
upperLegRight;0.482583
lowerLegRight;0.464975
forearmLeft;0.284284
upperarmLeft;0.319422
shoulderHalfLeft;0.13591
neck;0.0831366
shoulderHalfRight;0.187039
upperarmRight;0.266444
forearmRight;0.313091
shoulder;0.253889
upperBody;0.259353
hip;0.114351
lowerBody;0.361603
body;0.62091
lowerLegLeft;0.338676
upperLegLeft;0.499226
upperLegRight;0.482522
lowerLegRight;0.464885
forearmLeft;0.282921
upperarmLeft;0.31923
shoulderHalfLeft;0.135907
neck;0.0831485
shoulderHalfRight;0.187108
upperarmRight;0.266401
forearmRight;0.31313
shoulder;0.253897
upperBody;0.259373
hip;0.114354
lowerBody;0.361608
body;0.620937
lowerLegLeft;0.337401
upperLegLeft;0.500574
upperLegRight;0.482105
lowerLegRight;0.465193
forearmLeft;0.284093
upperarmLeft;0.319338
shoulderHalfLeft;0.135996
neck;0.0831616
shoulderHalfRight;0.187028
upperarmRight;0.266661
forearmRight;0.313159
shoulder;0.25384
upperBody;0.259399
hip;0.114367
lowerBody;0.361621
body;0.620975
lowerLegLeft;0.338053
upperLegLeft;0.499861
upperLegRight;0.48192
lowerLegRight;0.465303
forearmLeft;0.282885
upperarmLeft;0.319397
shoulderHalfLeft;0.13604
neck;0.0831641
shoulderHalfRight;0.18669
upperarmRight;0.26684
forearmRight;0.313141
shoulder;0.253432
upperBody;0.259406
hip;0.114366
lowerBody;0.361625
body;0.620987
lowerLegLeft;0.337174
upperLegLeft;0.500601
upperLegRight;0.481962
lowerLegRight;0.465075
forearmLeft;0.283441
upperarmLeft;0.319485
shoulderHalfLeft;0.136146
neck;0.0831845
shoulderHalfRight;0.186899
upperarmRight;0.266915
forearmRight;0.31317
shoulder;0.25341
upperBody;0.259457
hip;0.114363
lowerBody;0.36166
body;0.621073
lowerLegLeft;0.338104
upperLegLeft;0.500788
upperLegRight;0.481986
lowerLegRight;0.466002
forearmLeft;0.284232
upperarmLeft;0.319524
shoulderHalfLeft;0.136163
neck;0.0831911
shoulderHalfRight;0.186996
upperarmRight;0.266854
forearmRight;0.313302
shoulder;0.253446
upperBody;0.259474
hip;0.114326
lowerBody;0.36167
body;0.621101
lowerLegLeft;0.337706
upperLegLeft;0.500915
upperLegRight;0.481976
lowerLegRight;0.465827
forearmLeft;0.28489
upperarmLeft;0.318406
shoulderHalfLeft;0.135855
neck;0.0832185
shoulderHalfRight;0.187197
upperarmRight;0.266912
forearmRight;0.313284
shoulder;0.253736
upperBody;0.259546
hip;0.11435
lowerBody;0.361727
body;0.621231
lowerLegLeft;0.33865
upperLegLeft;0.499515
upperLegRight;0.481909
lowerLegRight;0.465546
forearmLeft;0.285144
upperarmLeft;0.318562
shoulderHalfLeft;0.135921
neck;0.083219
shoulderHalfRight;0.187189
upperarmRight;0.266856
forearmRight;0.313391
shoulder;0.253774
upperBody;0.259548
hip;0.11434
lowerBody;0.361729
body;0.621235
lowerLegLeft;0.339572
upperLegLeft;0.498499
upperLegRight;0.482229
lowerLegRight;0.465152
forearmLeft;0.284018
upperarmLeft;0.318611
shoulderHalfLeft;0.136025
neck;0.083249
shoulderHalfRight;0.187344
upperarmRight;0.26686
forearmRight;0.312873
shoulder;0.253762
upperBody;0.259621
hip;0.114348
lowerBody;0.361781
body;0.621361
lowerLegLeft;0.339281
upperLegLeft;0.498795
upperLegRight;0.482407
lowerLegRight;0.465002
forearmLeft;0.284247
upperarmLeft;0.318047
shoulderHalfLeft;0.135913
neck;0.0832454
shoulderHalfRight;0.18736
upperarmRight;0.266847
forearmRight;0.313108
shoulder;0.25395
upperBody;0.259613
hip;0.114357
lowerBody;0.361772
body;0.621344
lowerLegLeft;0.339772
upperLegLeft;0.498248
upperLegRight;0.482825
lowerLegRight;0.464624
forearmLeft;0.28434
upperarmLeft;0.317696
shoulderHalfLeft;0.135882
neck;0.0832843
shoulderHalfRight;0.187573
upperarmRight;0.266847
forearmRight;0.313142
shoulder;0.254027
upperBody;0.259708
hip;0.114377
lowerBody;0.361819
body;0.621487
lowerLegLeft;0.339877
upperLegLeft;0.49867
upperLegRight;0.482819
lowerLegRight;0.465151
forearmLeft;0.284576
upperarmLeft;0.318169
shoulderHalfLeft;0.135955
neck;0.0832798
shoulderHalfRight;0.187588
upperarmRight;0.266668
forearmRight;0.313479
shoulder;0.253865
upperBody;0.259697
hip;0.114397
lowerBody;0.361806
body;0.621462
lowerLegLeft;0.340006
upperLegLeft;0.498608
upperLegRight;0.482964
lowerLegRight;0.465088
forearmLeft;0.285168
upperarmLeft;0.318353
shoulderHalfLeft;0.135966
neck;0.08327
shoulderHalfRight;0.18761
upperarmRight;0.266648
forearmRight;0.313666
shoulder;0.253886
upperBody;0.259675
hip;0.114385
lowerBody;0.361792
body;0.621427
lowerLegLeft;0.340123
upperLegLeft;0.49842
upperLegRight;0.48289
lowerLegRight;0.465039
forearmLeft;0.286254
upperarmLeft;0.318563
shoulderHalfLeft;0.13602
neck;0.0832841
shoulderHalfRight;0.187683
upperarmRight;0.266657
forearmRight;0.313671
shoulder;0.253878
upperBody;0.25971
hip;0.114372
lowerBody;0.36182
body;0.621489
lowerLegLeft;0.340429
upperLegLeft;0.498117
upperLegRight;0.483081
lowerLegRight;0.464871
forearmLeft;0.286517
upperarmLeft;0.318356
shoulderHalfLeft;0.136035
neck;0.0833005
shoulderHalfRight;0.187779
upperarmRight;0.26668
forearmRight;0.313653
shoulder;0.253885
upperBody;0.259752
hip;0.114381
lowerBody;0.361847
body;0.621559
lowerLegLeft;0.3406
upperLegLeft;0.497903
upperLegRight;0.483025
lowerLegRight;0.464858
forearmLeft;0.287219
upperarmLeft;0.318618
shoulderHalfLeft;0.136055
neck;0.0832741
shoulderHalfRight;0.187745
upperarmRight;0.266665
forearmRight;0.313162
shoulder;0.253832
upperBody;0.259703
hip;0.114413
lowerBody;0.361813
body;0.621476
lowerLegLeft;0.338245
upperLegLeft;0.50023
upperLegRight;0.48306
lowerLegRight;0.464948
forearmLeft;0.287197
upperarmLeft;0.318763
shoulderHalfLeft;0.136099
neck;0.0832725
shoulderHalfRight;0.18772
upperarmRight;0.266331
forearmRight;0.313531
shoulder;0.253786
upperBody;0.259699
hip;0.114431
lowerBody;0.3618
body;0.621459
lowerLegLeft;0.338072
upperLegLeft;0.500439
upperLegRight;0.483067
lowerLegRight;0.464965
forearmLeft;0.284336
upperarmLeft;0.318771
shoulderHalfLeft;0.136036
neck;0.0832606
shoulderHalfRight;0.187682
upperarmRight;0.266356
forearmRight;0.313537
shoulder;0.253748
upperBody;0.259673
hip;0.114417
lowerBody;0.361787
body;0.62142
lowerLegLeft;0.33881
upperLegLeft;0.499606
upperLegRight;0.483093
lowerLegRight;0.464803
forearmLeft;0.284614
upperarmLeft;0.318435
shoulderHalfLeft;0.135894
neck;0.0832447
shoulderHalfRight;0.187622
upperarmRight;0.266337
forearmRight;0.313361
shoulder;0.253783
upperBody;0.259636
hip;0.114419
lowerBody;0.361763
body;0.621358
lowerLegLeft;0.338149
upperLegLeft;0.498745
upperLegRight;0.483096
lowerLegRight;0.463511
forearmLeft;0.285004
upperarmLeft;0.317806
shoulderHalfLeft;0.135597
neck;0.0832594
shoulderHalfRight;0.187637
upperarmRight;0.26622
forearmRight;0.313478
shoulder;0.253906
upperBody;0.259664
hip;0.114414
lowerBody;0.361778
body;0.621401
lowerLegLeft;0.338653
upperLegLeft;0.4983
upperLegRight;0.483138
lowerLegRight;0.463495
forearmLeft;0.282711
upperarmLeft;0.317231
shoulderHalfLeft;0.135397
neck;0.0832486
shoulderHalfRight;0.187626
upperarmRight;0.266159
forearmRight;0.313653
shoulder;0.254081
upperBody;0.259644
hip;0.114448
lowerBody;0.361753
body;0.621355
lowerLegLeft;0.338569
upperLegLeft;0.498385
upperLegRight;0.483277
lowerLegRight;0.463338
forearmLeft;0.284888
upperarmLeft;0.317729
shoulderHalfLeft;0.135444
neck;0.0832275
shoulderHalfRight;0.187648
upperarmRight;0.266148
forearmRight;0.313786
shoulder;0.253899
upperBody;0.259608
hip;0.11438
lowerBody;0.361695
body;0.62126
lowerLegLeft;0.33848
upperLegLeft;0.498776
upperLegRight;0.48341
lowerLegRight;0.463473
forearmLeft;0.285386
upperarmLeft;0.317667
shoulderHalfLeft;0.135411
neck;0.083227
shoulderHalfRight;0.187644
upperarmRight;0.266151
forearmRight;0.313854
shoulder;0.253901
upperBody;0.259606
hip;0.11437
lowerBody;0.361693
body;0.621257
lowerLegLeft;0.338685
upperLegLeft;0.498606
upperLegRight;0.483392
lowerLegRight;0.463488
forearmLeft;0.286004
upperarmLeft;0.317907
shoulderHalfLeft;0.135493
neck;0.0832135
shoulderHalfRight;0.187639
upperarmRight;0.266145
forearmRight;0.313878
shoulder;0.253881
upperBody;0.259582
hip;0.114373
lowerBody;0.361676
body;0.621216
lowerLegLeft;0.338993
upperLegLeft;0.498369
